customer_id,campaign_id,touchpoint_id,touchpoint_date,clicked,converted
504,122,504,2022-07-21,1,0
505,444,505,2023-07-03,1,0
506,359,506,2019-12-31,1,1
507,602,507,2023-10-25,1,1
508,346,508,2022-11-10,0,0
509,193,509,2023-11-20,1,0
510,416,510,2024-09-29,0,0
511,377,511,2022-11-04,1,1
512,463,512,2023-08-20,1,1
513,756,513,2024-01-24,1,1
514,661,514,2021-08-14,0,0
515,146,515,2022-03-26,1,0
516,478,516,2022-11-18,1,1
517,653,517,2024-04-17,1,1
518,408,518,2023-02-20,1,0
519,286,519,2021-06-08,1,1
520,111,520,2020-07-13,1,0
521,620,521,2024-06-08,1,0
522,793,522,2024-08-17,1,1
523,50,523,2022-01-23,1,1
524,14,524,2023-04-29,1,1
525,134,525,2023-09-07,1,0
526,588,526,2023-12-27,1,0
527,596,527,2021-05-14,1,0
528,343,528,2023-02-08,1,0
529,670,529,2021-04-08,1,0
530,286,530,2023-01-24,1,0
531,314,531,2024-11-03,1,0
532,606,532,2022-01-27,1,0
533,297,533,2020-10-26,1,1
534,606,534,2024-05-21,1,1
535,569,535,2019-01-14,1,1
536,164,536,2021-09-02,1,1
537,497,537,2022-03-04,1,1
538,610,538,2021-06-21,1,1
539,16,539,2022-08-23,0,0
540,344,540,2021-10-17,1,1
541,78,541,2024-10-28,0,0
542,346,542,2022-05-13,1,1
543,72,543,2021-11-20,1,1
544,270,544,2019-04-29,1,1
545,287,545,2023-02-25,1,0
546,66,546,2024-08-30,0,0
547,68,547,2023-03-22,0,0
548,193,548,2019-11-05,0,0
549,55,549,2020-03-02,1,0
550,379,550,2021-07-01,1,0
551,168,551,2021-07-01,1,1
552,409,552,2024-05-27,0,0
553,508,553,2022-03-09,1,0
554,537,554,2023-05-16,1,0
555,643,555,2024-11-05,1,1
556,102,556,2019-07-22,0,0
557,794,557,2020-04-06,1,1
558,422,558,2020-02-26,1,1
559,775,559,2020-01-07,1,1
560,478,560,2022-06-18,1,1
561,120,561,2019-02-14,0,0
562,743,562,2022-05-15,1,0
563,291,563,2023-03-08,1,0
564,488,564,2023-04-08,1,1
565,161,565,2023-01-12,1,1
566,673,566,2021-07-26,0,0
567,78,567,2024-05-28,0,0
568,38,568,2024-09-18,1,1
569,394,569,2022-07-30,0,0
570,441,570,2020-09-02,0,0
571,540,571,2020-07-08,0,0
572,462,572,2023-01-29,0,0
573,612,573,2021-05-04,1,1
574,294,574,2019-04-12,1,1
575,400,575,2022-12-29,1,1
576,636,576,2021-02-07,1,1
577,92,577,2020-11-28,1,0
578,767,578,2019-03-16,1,1
579,609,579,2021-10-24,0,0
580,6,580,2019-08-06,0,0
581,681,581,2022-08-28,0,0
582,271,582,2019-10-04,1,1
583,620,583,2024-03-05,1,1
584,559,584,2019-11-17,1,0
585,99,585,2024-05-11,1,0
586,526,586,2022-07-02,1,1
587,194,587,2023-11-27,1,0
588,157,588,2019-03-26,1,0
589,666,589,2021-12-29,1,1
590,115,590,2023-11-28,1,1
591,396,591,2023-02-05,1,0
592,770,592,2024-01-26,1,0
593,657,593,2019-01-05,0,0
594,522,594,2019-08-06,1,0
595,214,595,2019-02-11,0,0
596,745,596,2021-01-22,1,0
597,683,597,2024-08-02,1,0
598,533,598,2022-07-27,1,1
599,15,599,2024-03-03,0,0
600,419,600,2021-07-12,1,1
601,368,601,2020-08-20,1,0
602,638,602,2023-09-30,1,1
603,213,603,2019-07-11,1,1
604,700,604,2019-03-31,1,1
605,684,605,2023-08-17,1,1
606,759,606,2019-10-05,1,1
607,5,607,2020-08-17,1,0
608,231,608,2022-01-28,0,0
609,201,609,2019-01-09,1,0
610,402,610,2020-07-20,0,0
611,149,611,2019-06-09,0,0
612,584,612,2024-06-21,1,1
613,492,613,2021-11-03,0,0
614,226,614,2024-06-21,0,0
615,586,615,2020-05-26,1,0
616,169,616,2024-01-14,1,1
617,761,617,2019-06-19,0,0
618,792,618,2024-02-05,0,0
619,152,619,2021-11-14,1,0
620,224,620,2024-09-28,1,0
621,504,621,2024-10-25,1,0
622,737,622,2023-05-22,1,1
623,550,623,2021-02-01,1,0
624,44,624,2019-07-07,0,0
625,697,625,2022-08-09,1,1
626,504,626,2024-09-06,1,1
627,241,627,2020-01-10,1,1
628,351,628,2021-07-03,1,1
629,722,629,2022-10-18,1,1
630,23,630,2019-07-15,0,0
631,636,631,2022-12-20,1,1
632,598,632,2024-11-01,1,1
633,43,633,2021-03-25,1,0
634,466,634,2020-03-03,0,0
635,40,635,2024-06-02,1,1
636,303,636,2019-06-18,1,1
637,681,637,2020-02-09,1,1
638,175,638,2024-10-22,0,0
639,532,639,2021-12-20,1,0
640,461,640,2023-09-24,1,0
641,621,641,2019-07-06,0,0
642,193,642,2024-11-23,1,0
643,244,643,2021-08-17,1,1
644,280,644,2023-08-07,0,0
645,740,645,2020-10-19,0,0
646,36,646,2023-11-28,0,0
647,557,647,2021-04-15,0,0
648,540,648,2023-11-04,1,0
649,154,649,2019-06-20,1,1
650,23,650,2021-04-17,1,0
651,719,651,2020-03-09,0,0
652,91,652,2022-07-10,0,0
653,390,653,2024-02-21,1,1
654,359,654,2021-01-02,1,1
655,550,655,2022-01-15,1,1
656,228,656,2021-03-06,1,1
657,202,657,2022-06-02,0,0
658,350,658,2022-08-02,1,0
659,766,659,2020-06-08,1,0
660,38,660,2020-10-31,0,0
661,733,661,2023-02-04,1,0
662,500,662,2024-02-22,1,0
663,699,663,2019-02-21,0,0
664,43,664,2022-07-07,1,0
665,626,665,2024-05-08,1,0
666,772,666,2022-12-06,0,0
667,517,667,2024-10-04,1,1
668,68,668,2019-10-13,1,1
669,740,669,2020-10-18,1,1
670,123,670,2022-09-29,0,0
671,685,671,2022-03-21,1,0
672,336,672,2022-11-11,1,1
673,153,673,2023-01-28,1,1
674,779,674,2023-11-01,0,0
675,669,675,2024-06-16,0,0
676,162,676,2021-03-27,0,0
677,214,677,2022-07-06,0,0
678,376,678,2020-12-27,1,1
679,443,679,2024-02-09,1,1
680,423,680,2024-07-04,0,0
681,538,681,2024-04-12,1,1
682,701,682,2020-06-05,1,0
683,634,683,2022-06-14,0,0
684,230,684,2022-04-08,1,1
685,59,685,2021-03-31,0,0
686,96,686,2021-04-05,1,1
687,262,687,2023-03-10,0,0
688,354,688,2022-09-05,0,0
689,312,689,2019-11-30,1,0
690,136,690,2022-11-11,0,0
691,795,691,2024-02-22,0,0
692,473,692,2023-11-17,1,1
693,632,693,2024-04-16,1,1
694,430,694,2023-12-03,1,0
695,537,695,2024-09-23,1,1
696,146,696,2019-12-14,1,1
697,524,697,2023-01-02,1,1
698,87,698,2023-10-26,1,0
699,109,699,2021-12-01,0,0
700,423,700,2021-09-25,0,0
701,345,701,2020-11-04,1,1
702,266,702,2023-05-03,1,0
703,734,703,2023-07-17,1,0
704,586,704,2024-10-26,1,1
705,494,705,2020-12-07,1,1
706,333,706,2019-05-24,0,0
707,413,707,2021-09-11,1,1
708,614,708,2024-10-15,1,1
709,649,709,2019-11-18,1,1
710,191,710,2022-07-01,1,1
711,142,711,2022-04-25,0,0
712,73,712,2023-06-05,1,0
713,167,713,2024-12-02,1,1
714,168,714,2022-06-11,0,0
715,566,715,2024-11-07,0,0
716,259,716,2023-11-07,0,0
717,439,717,2021-07-11,1,0
718,111,718,2019-04-08,1,0
719,744,719,2020-09-10,1,0
720,673,720,2019-07-18,1,0
721,531,721,2019-08-23,1,1
722,290,722,2023-10-22,0,0
723,562,723,2019-03-28,1,1
724,510,724,2020-05-18,1,0
725,175,725,2019-01-03,0,0
726,302,726,2021-07-21,1,1
727,696,727,2023-08-07,0,0
728,185,728,2021-04-05,1,0
729,339,729,2022-08-10,1,1
730,510,730,2020-11-14,0,0
731,310,731,2021-01-04,1,0
732,507,732,2020-07-29,0,0
733,346,733,2022-01-12,1,0
734,81,734,2022-06-16,1,0
735,374,735,2022-06-27,1,1
736,156,736,2023-12-23,1,1
737,787,737,2023-05-17,1,1
738,795,738,2023-04-23,1,0
739,432,739,2019-11-08,1,1
740,500,740,2023-07-06,1,1
741,761,741,2019-06-22,1,0
742,147,742,2019-02-04,0,0
743,481,743,2024-11-22,1,1
744,435,744,2020-01-08,0,0
745,519,745,2021-06-24,1,1
746,669,746,2020-04-01,1,1
747,683,747,2024-07-18,1,1
748,69,748,2019-07-21,1,0
749,606,749,2024-08-26,0,0
750,186,750,2023-01-06,0,0
751,682,751,2021-11-24,0,0
752,204,752,2021-01-09,1,1
753,554,753,2022-01-01,1,1
754,13,754,2021-02-11,1,0
755,666,755,2022-03-14,1,1
756,274,756,2024-02-03,1,0
757,298,757,2024-06-07,1,1
758,51,758,2020-06-23,0,0
759,500,759,2021-06-23,1,0
760,369,760,2021-09-04,1,0
761,724,761,2021-03-13,0,0
762,656,762,2022-10-12,1,0
763,357,763,2022-11-04,1,1
764,3,764,2019-04-05,1,0
765,254,765,2022-07-30,1,0
766,475,766,2024-09-14,1,1
767,506,767,2023-09-11,1,1
768,256,768,2020-07-03,0,0
769,610,769,2023-02-22,1,1
770,685,770,2019-01-02,1,0
771,150,771,2024-02-22,0,0
772,488,772,2021-04-29,1,1
773,279,773,2020-03-19,0,0
774,59,774,2020-12-29,1,1
775,446,775,2023-07-24,0,0
776,113,776,2020-06-24,1,1
777,755,777,2021-02-25,1,1
778,569,778,2019-07-07,1,1
779,489,779,2023-05-16,1,1
780,407,780,2019-02-16,1,1
781,367,781,2024-11-23,0,0
782,60,782,2019-01-23,1,1
783,329,783,2022-09-27,0,0
784,728,784,2022-04-01,0,0
785,469,785,2021-09-10,1,0
786,745,786,2020-03-15,1,1
787,567,787,2024-11-18,1,0
788,720,788,2018-12-28,1,0
789,63,789,2021-04-09,1,0
790,184,790,2020-09-14,1,0
791,311,791,2022-11-23,1,1
792,793,792,2023-05-31,1,0
793,538,793,2019-06-08,1,1
794,177,794,2024-02-20,1,1
795,575,795,2021-01-10,0,0
796,429,796,2024-08-05,1,1
797,73,797,2024-10-26,1,0
798,167,798,2024-10-05,1,1
799,225,799,2024-08-23,0,0
800,577,800,2020-04-30,1,1
801,581,801,2024-08-17,1,1
802,9,802,2024-06-16,1,1
803,236,803,2023-04-10,0,0
804,710,804,2024-01-10,1,0
805,685,805,2019-12-16,1,1
806,794,806,2024-05-08,0,0
807,28,807,2022-08-17,1,0
808,646,808,2023-01-31,1,1
809,27,809,2020-08-29,0,0
810,550,810,2021-08-22,0,0
811,196,811,2023-08-09,1,1
812,203,812,2023-01-05,1,1
813,85,813,2024-04-26,1,1
814,30,814,2023-01-23,1,1
815,466,815,2024-03-12,1,0
816,99,816,2022-03-05,1,1
817,190,817,2020-11-14,0,0
818,12,818,2022-07-07,1,1
819,603,819,2019-05-18,1,1
