customer_id,age,gender,country,acquisition_channel,signup_date,customer_status,loyalty_tier,campaign_id,last_active_date
94,36.0,Male,Spain,referral,2020-06-21,repeat,bronze,389,2022-12-21
95,62.0,Other,US,organic,2024-11-11,loyal,silver,658,2027-05-20
96,45.0,Other,France,social,2021-12-22,repeat,bronze,764,2022-10-26
97,67.0,Male,UK,referral,2022-03-13,repeat,bronze,183,2023-03-18
98,68.0,Other,UK,organic,2020-09-07,repeat,bronze,306,2021-08-30
99,57.0,Male,Canada,social,2023-08-02,one_time,none,72,2025-07-10
100,48.0,Male,Germany,paid_search,2020-05-03,one_time,none,219,2022-02-25
101,52.0,Female,Spain,referral,2024-10-10,one_time,none,719,2027-05-02
102,43.0,Female,US,email,2020-10-17,repeat,bronze,173,2022-07-15
103,58.0,Female,Canada,paid_search,2022-09-18,one_time,none,653,2022-11-11
104,,Male,Canada,referral,2022-12-17,repeat,bronze,272,2024-06-27
105,53.0,Male,Spain,email,2023-12-21,vip,gold,726,2025-03-20
106,66.0,Female,UK,referral,2022-05-13,one_time,none,468,2022-07-10
107,29.0,Male,Netherlands,organic,2023-11-23,repeat,bronze,269,2026-08-04
108,52.0,Male,UK,social,2022-07-01,loyal,silver,20,2023-06-18
109,65.0,Male,Germany,email,2024-08-28,one_time,none,578,2027-01-27
110,66.0,Male,UK,email,2021-01-03,one_time,none,503,2021-12-11
111,29.0,Female,Netherlands,social,2021-08-14,one_time,none,147,2023-04-19
112,36.0,Male,Canada,email,2021-06-16,one_time,none,429,2022-04-11
113,29.0,Other,Canada,social,2020-01-27,vip,gold,165,2022-03-28
114,40.0,Other,Canada,referral,2024-06-24,loyal,silver,310,2025-05-14
115,,Female,Netherlands,paid_search,2023-12-28,repeat,bronze,518,2025-11-12
116,22.0,Male,Germany,email,2020-05-19,loyal,silver,14,2022-08-12
117,,Male,US,paid_search,2022-10-03,loyal,silver,132,2023-06-12
118,61.0,Female,Netherlands,referral,2024-03-22,one_time,none,755,2024-07-04
119,57.0,Female,Germany,paid_search,2022-11-22,loyal,silver,439,2023-04-02
120,19.0,Male,Australia,email,2022-03-04,repeat,bronze,743,2023-09-16
121,25.0,Male,Australia,social,2022-01-12,loyal,silver,740,2023-11-01
122,,Male,Canada,social,2020-04-19,loyal,silver,674,2022-04-04
123,53.0,Other,Germany,referral,2023-03-13,one_time,none,795,2025-09-12
124,61.0,Other,US,paid_search,2024-01-31,one_time,none,263,2024-08-20
125,36.0,Other,Canada,referral,2022-04-13,one_time,none,643,2022-05-16
126,67.0,Female,France,social,2023-01-15,repeat,bronze,225,2025-06-14
127,25.0,Male,Netherlands,organic,2024-11-29,loyal,silver,258,2026-04-21
128,20.0,Female,UK,social,2019-10-12,loyal,silver,234,2021-08-31
129,66.0,Male,Australia,referral,2019-10-28,one_time,none,336,2020-12-25
130,23.0,Male,Spain,referral,2020-10-09,repeat,bronze,409,2022-07-26
131,64.0,Female,Canada,email,2019-05-15,repeat,bronze,24,2021-09-23
132,54.0,Other,France,organic,2020-02-20,one_time,none,271,2022-09-20
133,35.0,Male,Australia,organic,2019-04-01,one_time,none,95,2019-10-14
134,20.0,Male,Germany,social,2024-10-05,one_time,none,142,2025-08-30
135,,Female,France,social,2021-03-16,vip,gold,694,2021-08-10
136,25.0,Female,Spain,paid_search,2020-04-24,one_time,none,718,2021-10-17
137,67.0,Male,UK,social,2020-05-27,repeat,bronze,81,2022-02-27
138,44.0,Male,UK,organic,2023-07-24,repeat,bronze,274,2025-10-16
139,37.0,Male,Canada,email,2024-04-06,one_time,none,276,2024-10-27
140,,Male,Netherlands,organic,2019-02-01,churned,none,465,2019-08-08
141,19.0,Female,US,email,2022-09-13,churned,none,208,2023-10-31
142,62.0,Male,Australia,organic,2022-02-03,one_time,none,296,2022-10-17
143,,Male,Germany,referral,2023-09-03,repeat,bronze,39,2026-04-24
144,43.0,Female,Germany,email,2023-07-06,one_time,none,288,2023-09-11
145,66.0,Female,UK,email,2023-08-07,one_time,none,124,2024-12-11
146,18.0,Other,Australia,social,2023-08-23,one_time,none,283,2024-11-25
147,34.0,Male,Australia,email,2019-11-22,repeat,bronze,180,2021-11-30
148,40.0,Male,US,paid_search,2020-10-26,repeat,bronze,97,2022-09-03
149,36.0,Female,UK,organic,2023-11-26,one_time,none,191,2024-04-07
150,68.0,Female,UK,organic,2022-07-08,one_time,none,74,2023-02-15
151,57.0,Other,Spain,paid_search,2024-05-09,vip,gold,447,2025-02-12
152,51.0,Other,Germany,paid_search,2023-07-07,one_time,none,785,2023-08-18
153,29.0,Male,Australia,email,2023-07-31,one_time,none,497,2025-03-18
154,34.0,Other,Netherlands,paid_Search,2022-08-31,repeat,bronze,561,2025-02-01
155,38.0,Other,Germany,social,2020-03-19,churned,none,484,2021-12-05
156,51.0,Female,US,email,2019-05-23,one_time,none,722,2021-03-03
157,68.0,Male,Australia,organic,2020-05-01,repeat,bronze,116,2021-12-06
158,41.0,Female,Netherlands,paid_search,2021-11-25,loyal,silver,535,2023-01-16
159,68.0,Male,France,paid_search,2023-03-21,one_time,none,98,2023-06-29
160,34.0,Male,US,referral,2020-06-06,repeat,bronze,328,2023-02-16
161,19.0,Other,Germany,email,2020-06-25,one_time,none,407,2022-09-12
162,68.0,Other,Netherlands,Email,2024-01-24,repeat,bronze,313,2025-09-15
163,33.0,Male,Germany,email,2023-09-08,repeat,bronze,702,2024-12-18
164,44.0,Female,Canada,paid_search,2021-08-27,repeat,bronze,694,2021-11-08
165,68.0,Male,US,social,2024-06-12,one_time,none,148,2025-04-09
166,59.0,Male,Australia,organic,2019-07-21,loyal,silver,342,2022-02-06
167,22.0,Female,Australia,paid_search,2023-02-01,one_time,none,495,2023-03-16
168,66.0,Male,Germany,organic,2022-11-14,one_time,none,23,2023-12-19
169,43.0,Male,Australia,email,2022-09-02,one_time,none,105,2023-01-21
170,65.0,Female,France,organic,2019-03-09,repeat,bronze,675,2020-04-20
171,25.0,Male,France,paid_search,2020-10-03,repeat,bronze,579,2021-09-11
172,45.0,Female,Canada,paid_search,2019-11-11,one_time,none,558,2021-01-28
173,31.0,Other,Netherlands,email,2023-01-04,repeat,bronze,593,2025-02-11
174,64.0,Other,Netherlands,social,2020-12-27,one_time,none,659,2022-05-25
175,62.0,Female,Germany,email,2023-11-19,repeat,bronze,222,2024-06-04
176,32.0,Other,Canada,social,2021-01-28,one_time,none,15,2023-08-03
177,27.0,Male,Netherlands,paid_search,2023-12-10,repeat,bronze,633,2026-03-21
178,61.0,Male,France,Email,2020-10-07,one_time,none,78,2021-07-09
179,21.0,Male,Canada,paid_search,2019-03-05,vip,gold,322,2019-12-25
180,64.0,Female,US,organic,2019-02-05,one_time,none,241,2021-07-02
181,61.0,Male,Canada,social,2024-10-02,one_time,none,18,2025-07-01
182,43.0,Other,Spain,email,2023-01-02,one_time,none,768,2024-12-01
183,62.0,Male,UK,referral,2023-02-08,vip,gold,454,2024-01-03
184,39.0,Female,Netherlands,social,2021-06-10,loyal,silver,443,2024-02-15
185,47.0,Female,Australia,organic,2022-07-23,one_time,none,277,2023-07-14
186,20.0,Male,France,paid_search,2019-11-03,repeat,bronze,424,2021-05-15
187,,Other,Australia,organic,2023-02-25,loyal,silver,476,2024-11-10
188,47.0,Other,Australia,organic,2021-05-11,repeat,bronze,27,2023-10-04
189,19.0,Female,Germany,referral,2021-08-26,repeat,bronze,514,2023-10-07
190,61.0,Female,Australia,social,2024-11-20,one_time,none,464,2025-11-26
191,36.0,Male,France,organic,2024-12-16,one_time,none,363,2027-02-18
192,43.0,Female,Canada,email,2021-06-08,loyal,silver,383,2023-05-17
193,53.0,Other,UK,paid_search,2020-03-19,vip,gold,751,2021-10-23
194,27.0,Female,France,paid_search,2022-07-22,repeat,bronze,525,2023-04-26
195,30.0,Male,Netherlands,referral,2023-04-29,one_time,none,382,2025-06-26
196,26.0,Other,Netherlands,email,2021-06-28,one_time,none,184,2024-03-03
197,47.0,Male,Australia,social,2019-02-19,repeat,bronze,194,2020-04-03
198,61.0,Male,Spain,email,2023-10-06,loyal,silver,462,2026-01-10
199,26.0,Other,Germany,organic,2020-11-19,loyal,silver,56,2022-06-03
200,57.0,Male,Spain,email,2024-03-12,loyal,silver,230,2026-09-21
201,58.0,Female,Germany,referral,2022-06-10,repeat,bronze,489,2024-11-19
202,54.0,Other,Australia,paid_search,2023-03-15,one_time,none,28,2024-04-28
203,21.0,Female,UK,paid_search,2021-12-26,one_time,none,583,2022-03-07
204,57.0,Female,Spain,email,2022-09-03,loyal,silver,722,2023-09-12
205,55.0,Other,Netherlands,organic,2021-06-08,repeat,bronze,184,2023-02-26
206,42.0,Other,Netherlands,paid_search,2022-06-11,one_time,none,425,2023-03-28
207,31.0,Other,Netherlands,email,2019-07-04,one_time,none,375,2020-06-03
208,,Other,Germany,paid_search,2022-07-18,repeat,bronze,41,2024-11-02
209,69.0,Male,UK,social,2020-04-02,one_time,none,484,2022-09-10
210,47.0,Male,Australia,Email,2019-03-30,one_time,none,260,2019-12-24
211,50.0,Other,Netherlands,organic,2023-12-08,repeat,bronze,441,2025-11-15
212,21.0,Female,Canada,email,2020-06-12,repeat,bronze,84,2021-05-20
213,27.0,Female,Canada,social,2021-03-11,repeat,bronze,46,2023-04-10
214,62.0,Other,Canada,referral,2019-01-12,one_time,none,440,2020-04-26
215,46.0,Male,US,email,2019-12-04,repeat,bronze,671,2022-07-23
216,48.0,Female,Germany,email,2022-10-19,one_time,none,519,2025-05-08
217,22.0,Female,US,paid_search,2024-11-11,one_time,none,438,2025-04-22
218,63.0,Female,Canada,Email,2024-02-17,repeat,bronze,136,2026-03-06
219,42.0,Other,France,social,2024-07-10,repeat,bronze,183,2024-09-28
220,53.0,Male,Spain,referral,2019-10-04,loyal,silver,709,2021-07-12
221,25.0,Male,France,paid_search,2023-12-16,repeat,bronze,172,2025-02-09
222,26.0,Male,Australia,organic,2024-08-03,repeat,bronze,788,2026-07-29
223,39.0,Male,Australia,referral,2021-10-13,one_time,none,590,2023-10-25
224,38.0,Female,Netherlands,organic,2024-04-07,one_time,none,690,2025-10-11
225,18.0,Other,Germany,referral,2024-05-22,one_time,none,539,2026-07-26
226,64.0,Male,US,social,2024-04-18,one_time,none,120,2025-10-07
227,43.0,Other,France,paid_Search,2021-08-21,churned,none,281,2023-07-13
228,43.0,Female,Netherlands,paid_search,2024-01-27,one_time,none,308,2025-02-13
229,44.0,Male,Spain,Email,2022-09-26,loyal,silver,708,2025-03-10
230,61.0,Female,Spain,organic,2022-12-12,repeat,bronze,277,2024-02-09
231,24.0,Male,Spain,organic,2022-05-29,loyal,silver,530,2025-02-07
232,66.0,Other,Australia,paid_search,2020-08-25,repeat,bronze,295,2020-12-28
233,45.0,Male,Netherlands,organic,2021-12-12,repeat,bronze,783,2022-04-26
234,37.0,Female,Australia,social,2021-05-18,repeat,bronze,53,2023-04-02
235,57.0,Male,Spain,referral,2020-07-16,one_time,none,432,2022-06-23
236,47.0,Other,Spain,email,2019-05-14,repeat,bronze,52,2020-11-06
237,49.0,Male,Canada,referral,2019-02-23,one_time,none,728,2020-10-02
238,47.0,Other,US,organic,2021-07-30,one_time,none,72,2022-04-27
239,31.0,Female,US,social,2024-09-20,repeat,bronze,28,2027-02-22
240,66.0,Female,Germany,social,2020-02-20,one_time,none,469,2022-10-15
241,18.0,Other,Netherlands,email,2023-02-07,vip,gold,764,2024-07-08
242,49.0,Other,Australia,paid_search,2023-03-18,churned,none,547,2025-06-14
243,50.0,Female,Netherlands,referral,2020-05-13,vip,gold,401,2021-11-08
244,25.0,Other,Germany,email,2022-08-18,one_time,none,201,2024-07-01
245,25.0,Other,Canada,email,2024-06-21,one_time,none,761,2027-01-04
246,68.0,Other,Spain,paid_search,2019-08-31,vip,gold,611,2019-11-29
247,52.0,Female,Spain,email,2023-11-05,repeat,bronze,466,2025-01-23
248,33.0,Male,Australia,referral,2020-07-25,churned,none,652,2021-06-13
249,31.0,Female,Netherlands,paid_search,2023-03-24,churned,none,595,2025-04-28
250,24.0,Male,Germany,referral,2020-05-16,loyal,silver,560,2021-04-12
251,36.0,Female,US,organic,2020-06-13,one_time,none,790,2020-12-29
252,64.0,Other,US,paid_search,2023-03-05,one_time,none,379,2025-01-08
253,20.0,Male,Canada,organic,2021-09-28,loyal,silver,760,2021-12-07
254,51.0,Other,France,paid_search,2022-09-13,one_time,none,177,2023-05-31
255,39.0,Male,US,email,2020-07-04,one_time,none,52,2021-09-15
256,63.0,Male,US,email,2019-01-06,repeat,bronze,79,2021-02-11
257,34.0,Female,Canada,organic,2024-12-13,vip,gold,385,2026-10-24
258,56.0,Female,Germany,social,2024-07-10,repeat,bronze,576,2026-04-22
259,43.0,Male,US,referral,2021-09-24,repeat,bronze,8,2022-08-16
260,28.0,Male,US,social,2023-04-29,one_time,none,214,2024-08-25
261,58.0,Male,Canada,organic,2024-08-10,repeat,bronze,25,2024-11-04
262,55.0,Other,Canada,paid_search,2022-08-03,churned,none,450,2025-03-31
263,39.0,Male,Netherlands,email,2019-04-07,one_time,none,768,2021-01-30
264,57.0,Male,UK,referral,2022-02-10,repeat,bronze,755,2022-11-06
265,24.0,Male,US,referral,2022-11-01,loyal,silver,457,2024-07-20
266,45.0,Female,Spain,paid_search,2020-10-16,repeat,bronze,461,2021-05-09
267,60.0,Male,France,email,2024-10-12,repeat,bronze,198,2025-01-12
268,43.0,Other,Spain,email,2021-12-25,repeat,bronze,94,2023-07-28
269,53.0,Other,Spain,email,2019-11-10,one_time,none,719,2020-04-25
270,51.0,Female,Australia,referral,2020-10-15,one_time,none,437,2022-02-10
271,50.0,Other,France,email,2022-08-19,loyal,silver,527,2024-10-09
272,52.0,Male,Australia,email,2024-03-29,loyal,silver,690,2025-07-20
273,62.0,Male,US,paid_search,2021-04-29,loyal,silver,378,2022-01-09
274,26.0,Male,UK,organic,2019-09-03,vip,gold,587,2020-12-18
275,60.0,Male,Netherlands,email,2019-12-27,repeat,bronze,104,2020-08-18
276,20.0,Other,Australia,paid_search,2020-10-05,repeat,bronze,680,2022-09-10
277,29.0,Other,Germany,organic,2020-04-20,loyal,silver,627,2020-06-15
278,,Other,UK,social,2021-05-19,repeat,bronze,39,2022-09-17
279,33.0,Other,Canada,organic,2021-09-12,repeat,bronze,458,2023-09-06
280,40.0,Female,Spain,organic,2022-03-31,loyal,silver,364,2024-04-08
281,35.0,Other,Germany,paid_search,2024-07-13,loyal,silver,785,2026-12-08
282,,Other,Spain,paid_search,2023-03-11,one_time,none,135,2025-11-13
283,,Other,US,referral,2019-05-18,one_time,none,374,2019-10-01
284,39.0,Female,Netherlands,referral,2021-02-04,one_time,none,232,2022-05-23
285,24.0,Female,Germany,referral,2023-05-24,repeat,bronze,39,2025-05-23
286,35.0,Other,Germany,paid_search,2023-08-11,one_time,none,47,2023-10-15
287,59.0,Female,Netherlands,email,2019-06-21,repeat,bronze,36,2021-03-08
288,61.0,Female,Germany,referral,2020-12-22,repeat,bronze,95,2021-06-24
289,60.0,Other,Netherlands,social,2020-09-10,one_time,none,361,2021-03-27
290,56.0,Male,France,referral,2020-08-21,repeat,bronze,525,2022-11-24
291,39.0,Female,UK,referral,2019-10-08,one_time,none,146,2020-08-04
292,59.0,Female,Netherlands,email,2019-06-21,one_time,none,368,2021-01-17
293,,Other,Netherlands,referral,2023-10-13,loyal,silver,65,2025-01-04
294,30.0,Other,Germany,social,2020-02-26,one_time,none,228,2020-09-26
295,46.0,Male,Australia,referral,2022-07-08,one_time,none,754,2024-04-08
296,61.0,Other,UK,paid_search,2022-04-05,repeat,bronze,520,2022-12-27
297,47.0,Other,France,referral,2019-06-30,loyal,silver,555,2022-01-29
298,18.0,Other,Canada,paid_search,2022-09-23,one_time,none,756,2024-03-14
299,21.0,Male,UK,organic,2024-03-05,repeat,bronze,181,2025-06-18
300,63.0,Other,UK,organic,2022-12-17,one_time,none,501,2023-05-17
301,41.0,Other,US,referral,2022-04-12,one_time,none,597,2023-07-02
302,54.0,Female,Netherlands,email,2023-11-16,repeat,bronze,155,2025-06-02
303,,Other,France,social,2021-11-30,repeat,bronze,787,2023-01-08
304,,Other,Australia,referral,2019-08-03,repeat,bronze,535,2021-03-29
305,68.0,Female,Germany,paid_search,2023-04-21,repeat,bronze,627,2024-04-10
306,43.0,Female,Germany,referral,2020-02-13,churned,none,435,2021-07-06
307,22.0,Other,UK,organic,2019-03-16,repeat,bronze,99,2019-09-11
308,52.0,Male,Canada,email,2024-11-23,one_time,none,616,2026-11-29
309,59.0,Female,Australia,organic,2021-06-25,loyal,silver,372,2023-03-08
310,41.0,Other,Australia,referral,2019-12-22,one_time,none,563,2021-05-24
311,64.0,Female,Canada,paid_search,2021-01-11,repeat,bronze,362,2023-05-17
312,28.0,Other,Germany,social,2022-09-02,one_time,none,112,2023-03-03
313,46.0,Male,US,social,2020-12-04,one_time,none,453,2021-01-19
314,59.0,Male,Canada,email,2020-06-19,churned,none,756,2022-01-20
315,51.0,Other,Australia,email,2024-11-12,loyal,silver,169,2027-04-05
316,22.0,Female,Australia,paid_Search,2022-01-23,repeat,bronze,584,2023-02-04
317,65.0,Male,Canada,organic,2022-06-05,repeat,bronze,139,2023-10-06
318,67.0,Female,Canada,email,2020-02-19,one_time,none,231,2020-10-07
319,20.0,Female,Spain,email,2023-08-16,one_time,none,239,2024-11-10
320,30.0,Female,Spain,email,2020-09-04,one_time,none,253,2021-07-10
321,33.0,Male,Germany,email,2024-05-27,repeat,bronze,436,2025-08-21
322,65.0,Other,Canada,organic,2021-10-25,repeat,bronze,561,2023-07-16
323,59.0,Other,Australia,social,2024-09-24,repeat,bronze,422,2026-01-31
324,24.0,Male,US,organic,2021-07-16,one_time,none,303,2024-03-24
325,68.0,Female,US,email,2019-04-17,churned,none,72,2021-08-05
326,47.0,Female,France,paid_search,2020-02-01,repeat,bronze,263,2022-05-14
327,31.0,Other,US,referral,2023-12-23,repeat,bronze,222,2025-01-10
328,63.0,Male,UK,paid_search,2024-12-10,repeat,bronze,77,2026-08-13
329,41.0,Female,Germany,Email,2024-11-06,repeat,bronze,62,2025-12-18
330,,Other,France,social,2020-04-08,one_time,none,471,2020-09-08
331,,Male,Australia,social,2023-04-26,one_time,none,157,2023-08-13
332,37.0,Female,France,email,2020-04-02,loyal,silver,125,2021-11-09
333,34.0,Male,US,organic,2019-05-16,one_time,none,741,2020-02-02
334,39.0,Other,US,paid_search,2023-01-25,one_time,none,161,2024-06-17
335,,Male,France,social,2020-11-09,one_time,none,541,2021-05-11
336,52.0,Other,Canada,email,2024-10-27,one_time,none,626,2027-05-21
337,50.0,Other,Spain,email,2023-09-02,loyal,silver,591,2025-08-23
338,28.0,Female,US,paid_search,2019-03-18,repeat,bronze,535,2020-05-29
339,,Other,Canada,organic,2024-07-28,repeat,bronze,106,2024-09-26
340,56.0,Male,Canada,email,2021-09-06,one_time,none,131,2023-05-25
341,69.0,Other,Australia,social,2024-08-14,repeat,bronze,357,2026-03-23
342,39.0,Other,UK,social,2024-09-06,repeat,bronze,685,2026-02-20
343,45.0,Other,Spain,referral,2023-10-04,one_time,none,776,2024-11-07
344,37.0,Male,Canada,email,2024-04-25,repeat,bronze,797,2025-04-12
345,18.0,Female,Netherlands,paid_search,2022-03-17,one_time,none,2,2023-03-13
346,52.0,Male,Spain,social,2024-10-31,repeat,bronze,233,2025-07-30
347,35.0,Other,Spain,social,2024-01-14,repeat,bronze,369,2025-08-17
348,63.0,Male,Canada,email,2021-08-03,one_time,none,251,2022-11-05
349,63.0,Other,Germany,referral,2019-12-18,one_time,none,108,2020-07-16
350,61.0,Female,Germany,social,2020-04-07,repeat,bronze,276,2022-07-24
351,63.0,Female,Australia,organic,2019-05-10,repeat,bronze,180,2020-09-23
352,61.0,Male,Australia,Email,2022-06-27,loyal,silver,725,2023-08-06
353,39.0,Male,US,email,2020-10-04,repeat,bronze,293,2021-01-22
354,30.0,Male,US,paid_search,2022-12-19,one_time,none,584,2024-07-20
355,,Female,Spain,email,2023-07-13,one_time,none,795,2025-12-26
356,62.0,Female,UK,email,2020-09-11,repeat,bronze,175,2021-12-04
357,39.0,Male,UK,social,2024-09-14,one_time,none,123,2026-01-23
358,63.0,Female,Australia,paid_Search,2020-11-18,repeat,bronze,227,2022-02-18
359,37.0,Female,France,organic,2019-05-07,vip,gold,444,2019-08-01
360,19.0,Male,Canada,organic,2020-12-23,repeat,bronze,428,2021-12-09
361,30.0,Female,Netherlands,paid_search,2020-07-22,one_time,none,83,2022-02-13
362,55.0,Female,US,paid_search,2022-03-27,repeat,bronze,765,2023-09-02
363,32.0,Other,France,organic,2022-02-04,repeat,bronze,658,2022-11-26
